212.012	135.716	3.32694	1.7881
-534.719	253.704	-5.60272	2.91317
2912.23	-2392.99	29.4247	-24.231
-1558.07	357.06	-15.598	3.45784
674.97	-1106.08	7.07496	-11.6307
-4090.87	-7526.39	-42.2441	-77.8861
-268.809	420.431	-2.50171	4.32424
477.679	-709.567	4.68377	-7.16442
3.58078	-913.302	0.105637	-9.313
1283.14	3331.86	12.7447	33.3426
-1180.11	-1283.73	-12.3728	-13.4992
920.53	718.962	9.17889	7.43204
-115.258	624.033	-1.16922	6.26884
-666.447	621.392	-6.44491	6.21842
-1656.61	1030.18	-17.0155	10.6172
-453.874	49.9883	-4.32705	0.515676
143.725	-304.058	1.28159	-2.79573
-73.1612	577.792	-0.736189	6.00821
4.01605	415.08	1.0224	3.466
180.692	-1042.44	1.70869	-10.4328
449.926	-237.156	4.61461	-3.47746
-1118.53	843.768	-11.3871	8.2712
167.613	-1727.2	1.80584	-18.0411
212.454	5397.38	2.00574	53.9407
-523.042	-228.369	-5.5687	-2.39654
241.003	1563.77	2.44873	15.5399
-1326.46	1517.58	-13.5524	15.5082
-1341.07	1107.41	-14.1008	11.6395
2744.21	-5569.8	27.5025	-55.6416
-2382.28	5780.81	-23.6218	57.56
1282.42	-480.487	13.3354	-5.15615
-4479.69	315.005	-44.9711	3.05862
1370.04	-663.565	13.6237	-6.71984
97.1601	108.685	-0.135144	0.946175
371.455	-1674.01	3.71973	-16.8793
-73.9873	-454.855	-0.630317	-4.9907
446.656	-237.932	3.77371	-1.79247
2804.34	-2547.25	27.8378	-25.1734
177.932	477.322	1.45966	4.85776
-544.629	-329.401	-5.55858	-3.44414
-230.974	1059.69	-2.4728	11.5172
1098.97	-2079.98	11.0128	-20.8137
-556.805	-804.706	-6.49334	-8.61397
852.436	-1434.13	8.48729	-14.3879
-530.664	-1056.53	-5.40915	-10.8725
729.006	465.057	7.14418	4.70412
-523.34	116.113	-5.12536	1.10493
1640.24	-256.077	17.2348	-2.64926
34.0269	460.611	0.0746012	4.49796
211.634	685.716	2.10261	6.85225
-571.188	205.578	-5.39879	1.88781
455.991	745.197	4.68593	7.68884
618.983	989.578	6.22566	9.90756
-187.72	-164.544	-1.89601	-1.79237
-1282.14	-2158.95	-12.7627	-21.3048
-2745.15	2464.12	-27.3839	24.6741
56.5692	-730.97	0.382393	-7.43263
-403.157	-5253.28	-4.13588	-52.3446
-551.105	72.9517	-5.62418	1.05552
708.275	-16.7888	7.98361	0.377056
2139.99	-307.089	21.5064	-3.18249
-568.167	674.971	-6.21976	6.90961
-5426.69	-1208.88	-54.2791	-12.2685
112.747	542.698	0.718094	5.85235
845.354	-1400.6	8.67052	-14.1746
17.8645	-731.125	0.322295	-7.20961
-1143.53	-211.889	-11.4303	-1.91578
-3043.63	6501.91	-30.5884	64.9537
-468.863	128.58	-4.99876	1.35879
5908.07	586.669	59.2346	5.71356
711.018	-128.625	6.94748	-1.23907
424.679	-248.53	4.73054	-2.52091
-690.61	1549.41	-6.77903	15.37
374.847	163.584	3.689	1.73238
-995.536	2114.1	-10.0055	21.3893
-1496.66	96.1176	-14.8558	1.12177
3.02956	413.434	-1.06618	5.53299
108.678	1067.46	1.28976	11.2389
-192.928	415.863	-1.86435	4.27042
-162.439	-424.197	-1.74656	-4.35453
2716.13	-6683.22	27.0344	-66.947
514.727	-262.934	5.41294	-2.47125
5642.41	6357.8	58.4452	65.7092
-139.886	534.727	-1.31054	5.6272
-88.7205	763.125	-0.952032	7.53839
158.359	-714.787	1.54858	-7.42173
109.266	967.586	0.984097	9.70932
1750.82	144.156	17.3924	1.54527
-2410.99	1568.5	-24.3947	15.8824
1532.87	-771.034	15.2024	-7.51347
-103.974	-539.85	-0.912969	-5.54625
119.635	549.966	1.42485	4.91746
-1069.57	846.871	-10.5198	8.42165
4773.33	3156.53	48.0905	31.677
1598.17	-366.569	15.7448	-3.69729
668.391	797.251	6.75207	8.07806
-584.081	663.856	-5.61166	6.67257
-359.275	-692.425	-3.46678	-7.0614
-4495.47	-3265.06	-45.0882	-32.8764
-753.421	-1355.51	-7.63575	-13.7933
